latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
3.0579963,101.53102,42.0,28800,Asia/Singapore,GMT+8

time,precipitation_sum (mm),temperature_2m_mean (°C)
2017-01-03,18.20,25.7
2017-01-04,7.40,25.6
2017-01-05,0.00,26.7
2017-01-06,14.50,26.7
2017-01-07,0.60,27.2
2017-01-08,0.20,27.2
2017-01-09,0.40,27.3
2017-01-10,1.40,27.6
2017-01-11,1.10,27.1
2017-01-12,0.70,26.5
2017-01-13,15.10,25.7
2017-01-14,6.80,26.1
2017-01-15,32.90,25.4
2017-01-16,13.20,25.6
2017-01-17,12.90,25.7
2017-01-18,17.50,25.8
2017-01-19,32.60,25.8
2017-01-20,22.70,25.5
2017-01-21,15.00,25.8
2017-01-22,19.10,26.1
2017-01-23,21.40,25.1
2017-01-24,57.80,23.8
2017-01-25,14.30,24.5
2017-01-26,12.80,24.9
2017-01-27,9.00,25.3
2017-01-28,1.30,25.5
2017-01-29,3.00,25.8
2017-01-30,23.70,25.7
2017-01-31,3.30,24.9
2017-02-01,23.20,25.1
2017-02-02,1.80,25.4
2017-02-03,0.40,26.3
2017-02-04,12.60,25.8
2017-02-05,5.50,26.4
2017-02-06,1.60,26.1
2017-02-07,9.20,25.7
2017-02-08,3.50,25.9
2017-02-09,0.90,26.2
2017-02-10,1.90,26.3
2017-02-11,0.70,25.9
2017-02-12,0.20,26.5
2017-02-13,0.70,26.3
2017-02-14,0.40,26.2
2017-02-15,3.10,25.9
2017-02-16,0.00,26.6
2017-02-17,0.00,26.8
2017-02-18,0.60,27.1
2017-02-19,2.10,26.6
2017-02-20,4.30,26.7
2017-02-21,12.90,25.7
2017-02-22,5.20,26.0
2017-02-23,20.40,26.0
2017-02-24,5.90,25.3
2017-02-25,14.90,25.8
2017-02-26,25.30,25.7
2017-02-27,15.60,25.5
2017-02-28,5.60,25.8
2017-03-01,13.40,25.3
2017-03-02,14.30,25.7
2017-03-03,5.60,26.0
2017-03-04,3.70,26.5
2017-03-05,17.60,25.6
2017-03-06,12.50,25.7
2017-03-07,13.40,25.8
2017-03-08,2.90,26.2
2017-03-09,1.70,26.4
2017-03-10,1.40,26.7
2017-03-11,9.90,26.5
2017-03-12,13.20,26.1
2017-03-13,1.10,26.7
2017-03-14,7.60,26.5
2017-03-15,0.50,27.2
2017-03-16,21.50,26.1
2017-03-17,15.70,26.2
2017-03-18,17.00,26.0
2017-03-19,32.20,25.6
2017-03-20,14.90,25.5
2017-03-21,0.70,26.5
2017-03-22,4.60,27.0
2017-03-23,8.60,27.0
2017-03-24,34.70,25.9
2017-03-25,7.70,26.7
2017-03-26,14.30,26.5
2017-03-27,10.10,27.0
2017-03-28,21.70,25.5
2017-03-29,18.10,25.8
2017-03-30,14.70,26.1
2017-03-31,12.50,26.4
2017-04-01,20.70,25.8
2017-04-02,17.30,25.4
2017-04-03,9.50,25.7
2017-04-04,8.00,26.1
2017-04-05,13.90,26.4
2017-04-06,17.90,26.0
2017-04-07,18.00,26.3
2017-04-08,15.10,26.6
2017-04-09,9.80,26.6
2017-04-10,27.80,26.3
2017-04-11,22.30,26.7
2017-04-12,12.20,26.7
2017-04-13,9.50,26.9
2017-04-14,6.60,26.9
2017-04-15,23.10,26.2
2017-04-16,18.80,27.1
2017-04-17,1.80,27.6
2017-04-18,9.00,26.4
2017-04-19,7.30,27.1
2017-04-20,11.70,26.5
2017-04-21,6.40,26.2
2017-04-22,8.70,26.7
2017-04-23,7.20,27.0
2017-04-24,16.40,25.9
2017-04-25,22.00,25.9
2017-04-26,38.60,25.1
2017-04-27,3.70,26.0
2017-04-28,39.20,25.8
2017-04-29,9.40,26.4
2017-04-30,19.90,26.5
2017-05-01,18.30,26.3
2017-05-02,17.10,26.6
2017-05-03,11.20,26.7
2017-05-04,23.30,26.4
2017-05-05,13.20,26.7
2017-05-06,22.20,26.3
2017-05-07,12.30,26.2
2017-05-08,14.20,26.0
2017-05-09,10.80,26.1
2017-05-10,23.10,26.0
2017-05-11,5.60,26.8
2017-05-12,2.00,27.1
2017-05-13,8.50,26.9
2017-05-14,9.40,27.2
2017-05-15,7.10,27.5
2017-05-16,33.50,26.9
2017-05-17,7.50,27.8
2017-05-18,7.10,27.3
2017-05-19,12.80,27.7
2017-05-20,9.40,27.4
2017-05-21,30.90,26.9
2017-05-22,19.70,26.9
2017-05-23,6.50,27.2
2017-05-24,1.60,27.6
2017-05-25,8.90,27.6
2017-05-26,3.30,27.2
2017-05-27,9.60,27.4
2017-05-28,4.90,27.7
2017-05-29,7.20,27.8
2017-05-30,0.50,27.5
2017-05-31,37.50,26.2
2017-06-01,0.10,27.5
2017-06-02,1.60,27.0
2017-06-03,0.90,28.1
2017-06-04,0.20,27.7
2017-06-05,0.50,28.0
2017-06-06,0.10,28.2
2017-06-07,1.10,27.1
2017-06-08,1.30,27.4
2017-06-09,1.50,27.8
2017-06-10,11.10,27.0
2017-06-11,5.70,27.1
2017-06-12,14.90,26.7
2017-06-13,5.10,27.3
2017-06-14,5.80,26.8
2017-06-15,1.20,26.9
2017-06-16,6.30,26.6
2017-06-17,15.70,25.9
2017-06-18,16.00,25.8
2017-06-19,0.00,27.2
2017-06-20,0.20,27.1
2017-06-21,6.10,26.8
2017-06-22,5.30,26.6
2017-06-23,7.00,26.1
2017-06-24,1.70,26.7
2017-06-25,2.40,26.7
2017-06-26,16.00,26.2
2017-06-27,12.60,26.0
2017-06-28,7.90,26.9
2017-06-29,9.10,26.0
2017-06-30,0.20,27.2
2017-07-01,5.90,27.0
2017-07-02,31.50,26.6
2017-07-03,7.30,26.3
2017-07-04,9.10,26.1
2017-07-05,1.00,26.8
2017-07-06,3.50,26.6
2017-07-07,22.40,26.0
2017-07-08,12.30,26.6
2017-07-09,7.50,26.2
2017-07-10,6.50,26.0
2017-07-11,15.90,25.8
2017-07-12,14.10,25.7
2017-07-13,11.20,26.8
2017-07-14,10.50,25.9
2017-07-15,25.20,26.0
2017-07-16,3.30,26.6
2017-07-17,0.50,26.8
2017-07-18,0.60,27.0
2017-07-19,0.80,26.8
2017-07-20,1.30,27.0
2017-07-21,0.70,27.0
2017-07-22,0.10,27.3
2017-07-23,0.50,27.0
2017-07-24,1.20,26.9
2017-07-25,4.00,26.6
2017-07-26,1.10,27.2
2017-07-27,1.90,27.5
2017-07-28,8.10,26.9
2017-07-29,1.80,27.2
2017-07-30,6.70,26.0
2017-07-31,6.50,27.1
2017-08-01,19.30,27.0
2017-08-02,8.00,25.9
2017-08-03,11.60,26.0
2017-08-04,13.80,26.5
2017-08-05,2.30,27.3
2017-08-06,16.70,26.4
2017-08-07,6.10,26.8
2017-08-08,13.90,25.5
2017-08-09,2.50,25.4
2017-08-10,7.30,25.9
2017-08-11,27.20,25.2
2017-08-12,15.20,24.9
2017-08-13,12.60,25.4
2017-08-14,13.20,25.3
2017-08-15,8.00,25.2
2017-08-16,0.30,25.9
2017-08-17,5.10,26.0
2017-08-18,8.20,26.1
2017-08-19,7.40,26.4
2017-08-20,8.30,26.9
2017-08-21,7.50,26.1
2017-08-22,7.80,26.3
2017-08-23,0.10,27.1
2017-08-24,3.80,26.6
2017-08-25,16.30,26.7
2017-08-26,4.20,26.2
2017-08-27,9.10,26.2
2017-08-28,17.20,26.2
2017-08-29,3.60,26.7
2017-08-30,15.70,26.3
2017-08-31,6.10,26.4
2017-09-01,12.00,26.0
2017-09-02,4.80,26.7
2017-09-03,20.50,25.9
2017-09-04,9.50,25.9
2017-09-05,25.90,26.2
2017-09-06,17.10,26.2
2017-09-07,7.60,26.6
2017-09-08,16.80,26.7
2017-09-09,15.40,25.7
2017-09-10,24.40,26.2
2017-09-11,4.60,26.0
2017-09-12,0.20,26.5
2017-09-13,6.50,26.2
2017-09-14,15.90,25.4
2017-09-15,37.70,24.8
2017-09-16,60.40,25.4
2017-09-17,1.50,26.6
2017-09-18,18.90,26.0
2017-09-19,22.70,25.2
2017-09-20,17.80,25.3
2017-09-21,13.10,25.3
2017-09-22,0.30,26.3
2017-09-23,10.40,25.9
2017-09-24,0.10,26.8
2017-09-25,2.10,26.6
2017-09-26,12.30,26.3
2017-09-27,7.80,26.3
2017-09-28,10.60,26.3
2017-09-29,7.20,25.5
2017-09-30,2.20,26.0
2017-10-01,13.00,26.1
2017-10-02,8.20,25.3
2017-10-03,6.50,26.5
2017-10-04,18.80,25.2
2017-10-05,0.10,26.7
2017-10-06,15.10,26.3
2017-10-07,10.80,25.8
2017-10-08,20.80,25.8
2017-10-09,14.10,25.9
2017-10-10,21.50,26.2
2017-10-11,11.70,26.2
2017-10-12,10.90,26.2
2017-10-13,19.10,24.4
2017-10-14,0.00,26.2
2017-10-15,0.80,27.3
2017-10-16,0.20,27.4
2017-10-17,0.20,27.3
2017-10-18,0.00,27.3
2017-10-19,0.10,27.5
2017-10-20,0.00,27.8
2017-10-21,0.70,27.8
2017-10-22,6.50,27.1
2017-10-23,0.50,27.4
2017-10-24,4.50,26.7
2017-10-25,14.30,26.2
2017-10-26,7.10,26.0
2017-10-27,22.90,25.5
2017-10-28,7.30,26.2
2017-10-29,17.10,25.7
2017-10-30,11.90,25.8
2017-10-31,18.40,25.4
2017-11-01,16.30,25.7
2017-11-02,21.30,25.8
2017-11-03,27.20,25.4
2017-11-04,70.20,24.5
2017-11-05,73.10,24.6
2017-11-06,21.50,25.5
2017-11-07,24.10,25.9
2017-11-08,14.10,25.4
2017-11-09,6.40,25.9
2017-11-10,20.80,25.1
2017-11-11,17.10,25.0
2017-11-12,12.80,25.7
2017-11-13,5.10,26.5
2017-11-14,20.70,25.2
2017-11-15,11.70,26.0
2017-11-16,33.40,26.0
2017-11-17,5.60,26.0
2017-11-18,9.20,26.0
2017-11-19,3.30,26.1
2017-11-20,1.90,26.5
2017-11-21,11.20,26.2
2017-11-22,10.70,26.2
2017-11-23,36.60,25.5
2017-11-24,23.90,25.8
2017-11-25,15.80,26.1
2017-11-26,17.20,25.3
2017-11-27,34.70,25.4
2017-11-28,17.90,25.1
2017-11-29,12.80,24.9
2017-11-30,14.10,25.0
2017-12-01,11.60,26.1
2017-12-02,2.20,27.3
2017-12-03,20.70,26.2
2017-12-04,12.50,26.3
2017-12-05,7.40,26.7
2017-12-06,0.30,27.2
2017-12-07,3.80,26.3
2017-12-08,22.30,25.8
2017-12-09,17.00,25.6
2017-12-10,4.90,25.7
2017-12-11,6.30,25.4
2017-12-12,18.50,25.5
2017-12-13,9.60,25.7
2017-12-14,8.60,25.6
2017-12-15,3.00,25.7
2017-12-16,1.80,25.3
2017-12-17,0.40,26.0
2017-12-18,3.60,26.5
2017-12-19,4.80,25.7
2017-12-20,20.50,24.6
2017-12-21,2.10,25.6
2017-12-22,9.90,26.0
2017-12-23,1.70,25.7
2017-12-24,27.00,25.5
2017-12-25,6.00,25.6
2017-12-26,15.20,25.2
2017-12-27,38.50,25.2
2017-12-28,13.10,26.3
2017-12-29,8.80,26.2
2017-12-30,6.30,25.9
2017-12-31,31.60,25.6
2018-01-01,19.30,24.8
2018-01-02,5.80,25.2
2018-01-03,19.30,25.1
2018-01-04,16.70,25.5
2018-01-05,59.20,24.5
2018-01-06,2.30,26.5
2018-01-07,2.30,26.3
2018-01-08,0.70,26.2
2018-01-09,6.30,25.3
2018-01-10,70.30,25.0
2018-01-11,30.00,23.4
2018-01-12,17.20,22.7
2018-01-13,5.80,23.5
2018-01-14,0.00,24.5
2018-01-15,0.20,24.7
2018-01-16,0.60,25.5
2018-01-17,4.20,25.8
2018-01-18,18.10,25.3
2018-01-19,19.50,25.0
2018-01-20,12.40,24.8
2018-01-21,14.70,24.8
2018-01-22,0.80,25.4
2018-01-23,9.10,25.5
2018-01-24,20.60,25.1
2018-01-25,7.00,25.7
2018-01-26,16.20,25.5
2018-01-27,0.70,26.0
2018-01-28,14.20,25.8
2018-01-29,3.00,25.7
2018-01-30,3.00,26.5
2018-01-31,11.50,26.4
2018-02-01,27.60,26.0
2018-02-02,18.60,25.9
2018-02-03,0.60,26.6
2018-02-04,0.10,26.0
2018-02-05,0.50,26.0
2018-02-06,0.00,25.7
2018-02-07,0.10,25.1
2018-02-08,1.20,25.3
2018-02-09,0.10,25.8
2018-02-10,1.30,25.9
2018-02-11,0.80,26.2
2018-02-12,0.50,26.4
2018-02-13,0.20,26.0
2018-02-14,1.00,26.3
2018-02-15,2.40,26.3
2018-02-16,3.80,26.6
2018-02-17,5.70,25.8
2018-02-18,1.20,26.4
2018-02-19,1.70,26.6
2018-02-20,0.60,27.1
2018-02-21,2.40,27.0
2018-02-22,10.50,26.6
2018-02-23,38.30,25.2
2018-02-24,3.50,26.7
2018-02-25,1.40,26.9
2018-02-26,0.00,27.1
2018-02-27,0.30,26.7
2018-02-28,2.60,27.0
2018-03-01,11.30,25.9
2018-03-02,18.80,26.1
2018-03-03,12.50,26.0
2018-03-04,8.70,25.9
2018-03-05,17.20,25.9
2018-03-06,8.50,26.2
2018-03-07,19.70,25.8
2018-03-08,9.10,26.1
2018-03-09,1.40,27.1
2018-03-10,3.40,26.6
2018-03-11,0.60,25.9
2018-03-12,1.80,26.2
2018-03-13,2.40,26.4
2018-03-14,1.00,26.9
2018-03-15,0.50,27.0
2018-03-16,7.70,26.6
2018-03-17,6.00,26.9
2018-03-18,8.60,26.8
2018-03-19,5.20,26.2
2018-03-20,15.20,25.9
2018-03-21,1.90,26.0
2018-03-22,14.70,25.8
2018-03-23,2.40,26.6
2018-03-24,0.70,27.0
2018-03-25,2.00,26.5
2018-03-26,29.30,26.0
2018-03-27,42.50,24.9
2018-03-28,0.00,26.6
2018-03-29,4.50,26.6
2018-03-30,10.60,26.2
2018-03-31,24.30,26.0
2018-04-01,34.50,26.0
2018-04-02,9.50,26.1
2018-04-03,10.70,25.9
2018-04-04,3.10,26.8
2018-04-05,1.30,27.3
2018-04-06,13.20,26.4
2018-04-07,15.00,26.1
2018-04-08,2.90,26.4
2018-04-09,4.50,26.8
2018-04-10,3.20,27.0
2018-04-11,0.60,27.3
2018-04-12,7.50,27.1
2018-04-13,6.30,26.9
2018-04-14,5.00,26.7
2018-04-15,24.40,26.4
2018-04-16,67.80,25.7
2018-04-17,15.70,26.2
2018-04-18,9.80,26.4
2018-04-19,11.00,26.2
2018-04-20,21.90,26.2
2018-04-21,16.30,26.0
2018-04-22,8.80,26.4
2018-04-23,5.70,26.0
2018-04-24,11.40,25.9
2018-04-25,9.10,26.7
2018-04-26,14.00,26.6
2018-04-27,18.30,26.8
2018-04-28,3.30,27.2
2018-04-29,2.10,27.7
2018-04-30,6.90,27.4
2018-05-01,21.90,26.4
2018-05-02,10.50,26.1
2018-05-03,32.00,26.3
2018-05-04,15.10,26.0
2018-05-05,20.80,26.4
2018-05-06,6.90,26.9
2018-05-07,8.00,26.5
2018-05-08,1.70,27.0
2018-05-09,13.70,26.9
2018-05-10,5.20,26.7
2018-05-11,6.00,26.6
2018-05-12,8.70,26.4
2018-05-13,6.00,26.1
2018-05-14,21.20,26.6
2018-05-15,15.60,25.7
2018-05-16,10.60,25.9
2018-05-17,14.20,26.4
2018-05-18,20.80,26.3
2018-05-19,6.80,26.0
2018-05-20,7.90,26.0
2018-05-21,20.20,26.1
2018-05-22,15.80,26.0
2018-05-23,19.60,26.0
2018-05-24,2.10,26.8
2018-05-25,17.40,26.6
2018-05-26,42.00,25.9
2018-05-27,22.60,26.1
2018-05-28,14.30,26.4
2018-05-29,10.10,26.4
2018-05-30,20.10,26.3
2018-05-31,17.50,26.3
2018-06-01,19.20,26.3
2018-06-02,0.00,27.3
2018-06-03,0.50,27.4
2018-06-04,5.30,27.2
2018-06-05,3.40,27.2
2018-06-06,3.70,27.6
2018-06-07,3.40,27.2
2018-06-08,2.00,27.0
2018-06-09,0.80,27.2
2018-06-10,0.40,27.7
2018-06-11,0.50,28.0
2018-06-12,1.20,28.2
2018-06-13,4.90,27.2
2018-06-14,2.50,27.4
2018-06-15,0.80,27.3
2018-06-16,0.80,27.6
2018-06-17,6.70,26.3
2018-06-18,10.00,26.0
2018-06-19,13.90,26.3
2018-06-20,5.50,26.7
2018-06-21,16.20,26.6
2018-06-22,18.40,26.2
2018-06-23,21.30,24.9
2018-06-24,7.50,25.9
2018-06-25,11.30,25.6
2018-06-26,10.20,25.5
2018-06-27,5.40,24.8
2018-06-28,0.50,26.2
2018-06-29,11.40,25.7
2018-06-30,0.30,26.4
2018-07-01,6.00,26.2
2018-07-02,6.10,25.9
2018-07-03,7.20,25.6
2018-07-04,5.70,26.2
2018-07-05,0.40,26.6
2018-07-06,4.60,26.4
2018-07-07,1.60,26.5
2018-07-08,7.60,26.5
2018-07-09,23.30,25.6
2018-07-10,5.60,26.1
2018-07-11,0.00,26.6
2018-07-12,0.50,26.7
2018-07-13,0.70,26.9
2018-07-14,0.20,27.2
2018-07-15,0.00,27.4
2018-07-16,0.00,27.6
2018-07-17,1.00,27.3
2018-07-18,14.00,27.1
2018-07-19,0.90,27.5
2018-07-20,5.60,27.2
2018-07-21,8.00,26.6
2018-07-22,1.30,26.6
2018-07-23,4.00,26.6
2018-07-24,6.40,26.6
2018-07-25,4.20,26.4
2018-07-26,0.10,27.1
2018-07-27,14.20,26.6
2018-07-28,16.20,26.5
2018-07-29,14.70,26.9
2018-07-30,11.60,26.4
2018-07-31,10.70,26.3
2018-08-01,27.90,25.0
2018-08-02,0.70,25.7
2018-08-03,0.50,26.5
2018-08-04,6.20,26.4
2018-08-05,3.30,26.6
2018-08-06,3.40,26.6
2018-08-07,10.30,26.6
2018-08-08,3.50,25.8
2018-08-09,6.10,25.9
2018-08-10,6.60,26.7
2018-08-11,0.10,27.3
2018-08-12,0.10,27.3
2018-08-13,0.00,27.5
2018-08-14,0.00,27.7
2018-08-15,0.80,27.6
2018-08-16,1.90,27.0
2018-08-17,14.60,26.4
2018-08-18,2.60,27.1
2018-08-19,1.20,27.6
2018-08-20,1.40,27.6
2018-08-21,19.90,26.5
2018-08-22,26.80,25.8
2018-08-23,11.80,26.0
2018-08-24,0.40,27.1
2018-08-25,0.00,27.1
2018-08-26,0.70,27.0
2018-08-27,0.60,26.7
2018-08-28,5.60,26.6
2018-08-29,4.80,26.7
2018-08-30,2.30,26.7
2018-08-31,8.90,25.9
2018-09-01,14.00,26.3
2018-09-02,7.40,25.8
2018-09-03,8.90,26.0
2018-09-04,6.80,25.9
2018-09-05,1.20,26.4
2018-09-06,14.30,25.4
2018-09-07,15.50,25.1
2018-09-08,7.60,25.5
2018-09-09,12.00,25.5
2018-09-10,12.60,25.8
2018-09-11,20.90,25.6
2018-09-12,12.10,25.5
2018-09-13,11.80,25.8
2018-09-14,11.50,26.0
2018-09-15,14.30,25.8
2018-09-16,9.80,25.4
2018-09-17,3.40,26.4
2018-09-18,0.60,25.9
2018-09-19,4.40,26.3
2018-09-20,4.90,26.2
2018-09-21,19.60,25.3
2018-09-22,6.70,25.4
2018-09-23,8.00,26.0
2018-09-24,3.20,26.7
2018-09-25,14.50,26.4
2018-09-26,14.20,25.8
2018-09-27,8.70,26.1
2018-09-28,17.30,26.1
2018-09-29,3.80,26.7
2018-09-30,8.00,27.2
2018-10-01,15.00,26.8
2018-10-02,23.00,26.1
2018-10-03,14.50,26.3
2018-10-04,14.70,26.1
2018-10-05,4.20,26.9
2018-10-06,0.10,27.3
2018-10-07,3.40,26.9
2018-10-08,37.80,25.8
2018-10-09,31.20,25.5
2018-10-10,25.40,25.2
2018-10-11,27.00,25.4
2018-10-12,21.50,24.4
2018-10-13,13.60,25.0
2018-10-14,19.10,24.9
2018-10-15,14.90,25.6
2018-10-16,11.60,25.5
2018-10-17,9.30,25.7
2018-10-18,19.50,25.3
2018-10-19,0.40,25.4
2018-10-20,0.70,26.6
2018-10-21,12.60,25.6
2018-10-22,26.50,26.2
2018-10-23,21.70,25.5
2018-10-24,9.20,25.4
2018-10-25,14.90,25.9
2018-10-26,14.70,25.8
2018-10-27,14.40,25.8
2018-10-28,10.40,25.8
2018-10-29,19.50,26.1
2018-10-30,30.20,26.0
2018-10-31,9.30,25.9
2018-11-01,3.80,26.0
2018-11-02,23.60,25.6
2018-11-03,28.40,26.0
2018-11-04,22.10,26.1
2018-11-05,36.40,25.3
2018-11-06,15.70,25.8
2018-11-07,15.90,26.0
2018-11-08,12.60,26.4
2018-11-09,15.10,26.1
2018-11-10,3.60,27.2
2018-11-11,13.00,26.6
2018-11-12,15.80,26.1
2018-11-13,21.80,25.5
2018-11-14,14.00,25.9
2018-11-15,13.70,25.4
2018-11-16,7.60,26.4
2018-11-17,1.70,27.1
2018-11-18,8.90,26.6
2018-11-19,7.70,26.0
2018-11-20,6.10,26.0
2018-11-21,10.90,25.3
2018-11-22,66.00,25.5
2018-11-23,13.50,26.1
2018-11-24,23.80,25.9
2018-11-25,8.30,25.9
2018-11-26,7.20,26.0
2018-11-27,5.60,25.6
2018-11-28,18.50,25.8
2018-11-29,10.70,25.6
2018-11-30,20.50,25.7
2018-12-01,24.60,25.6
2018-12-02,16.60,25.5
2018-12-03,14.70,25.9
2018-12-04,17.60,25.9
2018-12-05,13.10,26.0
2018-12-06,31.50,25.8
2018-12-07,16.70,25.7
2018-12-08,31.20,26.0
2018-12-09,22.90,25.9
2018-12-10,22.90,25.6
2018-12-11,19.50,25.4
2018-12-12,30.60,25.5
2018-12-13,12.90,25.6
2018-12-14,22.40,25.3
2018-12-15,13.60,25.8
2018-12-16,36.00,25.4
2018-12-17,21.80,25.9
2018-12-18,15.90,26.1
2018-12-19,3.80,26.1
2018-12-20,0.50,26.8
2018-12-21,1.40,26.5
2018-12-22,4.70,26.4
2018-12-23,6.20,25.6
2018-12-24,2.70,26.2
2018-12-25,8.40,25.9
2018-12-26,12.60,25.3
2018-12-27,7.40,25.3
2018-12-28,1.10,26.2
2018-12-29,3.10,26.2
2018-12-30,0.70,26.6
2018-12-31,11.70,25.8
2019-01-01,8.40,26.4
2019-01-02,1.30,26.3
2019-01-03,3.20,26.0
2019-01-04,2.10,26.3
2019-01-05,0.20,26.7
2019-01-06,5.30,26.8
2019-01-07,3.30,26.8
2019-01-08,17.90,26.2
2019-01-09,10.20,26.2
2019-01-10,2.30,26.5
2019-01-11,4.50,26.2
2019-01-12,0.60,26.3
2019-01-13,12.80,26.5
2019-01-14,25.20,25.9
2019-01-15,10.30,25.9
2019-01-16,10.10,25.8
2019-01-17,28.70,25.7
2019-01-18,2.30,26.4
2019-01-19,1.00,26.5
2019-01-20,10.40,26.3
2019-01-21,8.30,26.0
2019-01-22,2.50,26.2
2019-01-23,0.80,26.8
2019-01-24,1.80,26.6
2019-01-25,2.50,26.4
2019-01-26,5.20,26.1
2019-01-27,1.60,26.2
2019-01-28,4.40,26.2
2019-01-29,9.70,26.4
2019-01-30,8.10,26.2
2019-01-31,3.00,26.7
2019-02-01,7.80,26.6
2019-02-02,8.50,26.3
2019-02-03,16.90,26.4
2019-02-04,12.20,26.1
2019-02-05,5.40,26.1
2019-02-06,1.90,26.3
2019-02-07,1.70,26.6
2019-02-08,3.50,26.3
2019-02-09,1.70,26.8
2019-02-10,10.00,26.4
2019-02-11,1.80,26.3
2019-02-12,0.00,26.3
2019-02-13,2.50,26.9
2019-02-14,10.40,26.9
2019-02-15,0.90,26.8
2019-02-16,5.90,26.3
2019-02-17,14.90,26.0
2019-02-18,7.60,25.4
2019-02-19,15.40,25.9
2019-02-20,9.60,26.0
2019-02-21,2.10,26.5
2019-02-22,4.20,26.6
2019-02-23,0.60,26.9
2019-02-24,0.70,27.1
2019-02-25,2.20,27.2
2019-02-26,10.80,27.4
2019-02-27,5.90,27.4
2019-02-28,4.00,27.1
2019-03-01,10.60,26.5
2019-03-02,1.50,26.6
2019-03-03,1.70,26.5
2019-03-04,0.70,26.6
2019-03-05,3.80,26.7
2019-03-06,0.60,27.4
2019-03-07,5.10,26.9
2019-03-08,0.70,27.2
2019-03-09,2.80,27.1
2019-03-10,2.90,26.3
2019-03-11,6.00,26.5
2019-03-12,7.90,26.5
2019-03-13,10.70,26.8
2019-03-14,1.90,27.4
2019-03-15,0.10,26.6
2019-03-16,0.20,27.2
2019-03-17,0.00,27.1
2019-03-18,0.00,27.8
2019-03-19,0.70,28.0
2019-03-20,2.90,27.2
2019-03-21,16.60,26.3
2019-03-22,1.80,26.9
2019-03-23,5.30,27.0
2019-03-24,3.80,26.9
2019-03-25,5.30,26.6
2019-03-26,18.20,27.3
2019-03-27,4.00,27.1
2019-03-28,1.50,27.1
2019-03-29,7.30,27.1
2019-03-30,14.80,26.7
2019-03-31,19.80,26.0
2019-04-01,10.30,25.5
2019-04-02,22.50,25.7
2019-04-03,2.20,26.5
2019-04-04,10.30,26.5
2019-04-05,9.50,25.7
2019-04-06,5.40,26.5
2019-04-07,3.00,27.2
2019-04-08,8.50,27.0
2019-04-09,13.40,26.3
2019-04-10,1.40,27.2
2019-04-11,7.40,27.4
2019-04-12,15.20,26.9
2019-04-13,10.00,27.1
2019-04-14,12.50,26.8
2019-04-15,10.50,26.9
2019-04-16,12.50,26.9
2019-04-17,19.60,27.7
2019-04-18,4.70,27.2
2019-04-19,1.90,27.6
2019-04-20,18.70,26.7
2019-04-21,2.50,26.9
2019-04-22,12.60,27.2
2019-04-23,13.10,27.4
2019-04-24,6.50,27.2
2019-04-25,22.80,27.3
2019-04-26,32.80,26.4
2019-04-27,1.60,27.2
2019-04-28,0.00,27.9
2019-04-29,6.70,27.7
2019-04-30,9.10,26.5
2019-05-01,0.30,27.4
2019-05-02,2.10,27.6
2019-05-03,4.30,27.6
2019-05-04,13.50,27.0
2019-05-05,11.10,26.4
2019-05-06,2.00,27.3
2019-05-07,7.80,26.8
2019-05-08,9.10,26.8
2019-05-09,1.80,27.1
2019-05-10,0.70,27.5
2019-05-11,10.80,27.4
2019-05-12,4.40,27.0
2019-05-13,8.90,27.0
2019-05-14,9.00,26.6
2019-05-15,22.80,26.2
2019-05-16,12.90,26.1
2019-05-17,3.70,26.8
2019-05-18,2.50,27.0
2019-05-19,12.10,26.5
2019-05-20,14.60,26.0
2019-05-21,16.70,26.4
2019-05-22,14.70,26.2
2019-05-23,6.00,26.2
2019-05-24,9.00,27.0
2019-05-25,1.70,27.3
2019-05-26,5.30,27.2
2019-05-27,5.60,26.9
2019-05-28,13.70,26.9
2019-05-29,9.40,26.8
2019-05-30,16.60,26.4
2019-05-31,22.20,26.6
2019-06-01,14.10,26.1
2019-06-02,13.60,26.1
2019-06-03,9.00,25.7
2019-06-04,20.40,26.4
2019-06-05,19.30,26.3
2019-06-06,22.90,25.9
2019-06-07,22.90,25.5
2019-06-08,6.20,26.3
2019-06-09,7.70,26.6
2019-06-10,1.70,27.4
2019-06-11,12.00,27.1
2019-06-12,0.60,27.1
2019-06-13,0.00,27.3
2019-06-14,0.00,27.5
2019-06-15,12.20,26.1
2019-06-16,0.90,27.5
2019-06-17,8.40,27.0
2019-06-18,2.80,26.8
2019-06-19,1.70,26.8
2019-06-20,4.50,27.0
2019-06-21,17.40,26.4
2019-06-22,7.50,26.3
2019-06-23,15.20,26.5
2019-06-24,0.50,27.5
2019-06-25,1.10,27.8
2019-06-26,15.80,26.7
2019-06-27,0.40,27.0
2019-06-28,2.40,27.2
2019-06-29,5.10,27.3
2019-06-30,1.50,27.3
2019-07-01,4.20,27.2
2019-07-02,0.40,27.5
2019-07-03,2.30,26.4
2019-07-04,1.40,26.8
2019-07-05,1.80,27.6
2019-07-06,6.40,26.7
2019-07-07,11.90,26.3
2019-07-08,24.20,26.7
2019-07-09,9.40,26.3
2019-07-10,6.70,26.8
2019-07-11,1.30,27.5
2019-07-12,0.50,27.4
2019-07-13,4.00,27.1
2019-07-14,7.10,26.4
2019-07-15,4.60,26.2
2019-07-16,4.80,26.2
2019-07-17,0.50,26.7
